composition,band_gap,minimum AtomicVolume,mean AtomicVolume,avg_dev AtomicVolume,range AtomicVolume,mean AtomicWeight,avg_dev AtomicWeight,range AtomicWeight,minimum MolarVolume,mean MolarVolume,avg_dev MolarVolume,mean SpaceGroupNumber,avg_dev SpaceGroupNumber,mean CovalentRadius,maximum Density,mean Density,avg_dev Density,range Density,avg_dev Column,maximum Electronegativity,mean Electronegativity,avg_dev Electronegativity,mean ElectronAffinity,avg_dev ElectronAffinity,range ElectronAffinity,avg_dev FirstIonizationEnergy,mean BoilingT,mean MeltingT,avg_dev MeltingT,range MeltingT,minimum ThermalConductivity,avg_dev ThermalConductivity,range ThermalConductivity,mode ThermalConductivity,minimum LogThermalConductivity,mean LogThermalConductivity,avg_dev LogThermalConductivity,range LogThermalConductivity,mode LogThermalConductivity,mean HeatVaporization,range HeatVaporization,mode HeatVaporization,mean HeatFusion,range HeatFusion,mean FusionEnthalpy,avg_dev FusionEnthalpy,mean GSbandgap,minimum GSenergy_pa,mean GSenergy_pa,avg_dev GSenergy_pa,range GSenergy_pa,avg_dev GSestBCClatcnt,mean GSestFCClatcnt,maximum NUnfilled,mean NUnfilled,avg_dev NUnfilled,avg_dev NValence,mean NdValence,avg_dev NdValence,maximum NfUnfilled,mean NpUnfilled,avg_dev NpUnfilled,avg_dev NpValence,maximum ZungerPP-r_sigma,mean ZungerPP-r_sigma
Pb0.92Sn0.08Se1,0.06,26.9667852620646,28.64012830925646,1.56519112720421,3.3746377506746974,139.5404,62.246832,128.24,16.29,17.261200000000002,0.9188960000000002,116.14,102.14,132.72,11340.0,7918.3,3147.964,6521.0,1.0,2.55,2.4252,0.1247999999999998,117.938,77.062,159.9,1.1707884000000002,1524.12,543.4838,52.556104000000005,106.61,0.52,18.52,66.48,0.52,-0.283996656,0.64131596436,0.92531262036,2.1100714590000003,-0.283996656,106.48,264.0,26.0,5.82704,2.3760000000000003,5.82704,0.9687968000000002,0.3995,-3.96104709,-3.5631914592,0.0923995491999999,0.4902551800000001,0.0599724223999998,4.77340168662,4.0,3.0,1.0,6.0352,10.0,0.0,0.0,3.0,1.0,1.0,2.09,1.6791
Cd1Se1,1.75,21.580025455795,24.3944150408113,2.8143895850163005,5.628779170032601,95.6855,16.725500000000004,33.45100000000001,13.0,14.71,1.7100000000000009,104.0,90.0,132.0,8650.0,6734.5,1915.5,3831.0,2.0,2.55,2.12,0.4299999999999999,97.5,97.5,195.0,0.3792850000000003,999.0,544.11,50.110000000000014,100.22000000000004,0.52,48.24,96.48,0.52,-0.283996656,0.851387539,1.135384195,2.27076839,-0.283996656,63.0,74.0,26.0,6.45,0.4800000000000004,6.45,0.2400000000000002,0.3995,-3.47079191,-2.1414830675,1.3293088425,2.658617685,0.1688787180000002,4.4850673175,2.0,1.0,1.0,2.0,10.0,0.0,0.0,1.0,1.0,2.0,2.215,1.75
Cu3Sb1S4,0.75,11.8299419318999,21.7934290522717,7.47261534027885,18.3614815118892,55.08225,23.01725,89.69500000000001,7.11,12.705,4.19625,140.125,70.125,119.375,8920.0,5162.125,3202.125,6960.0,2.25,2.58,2.25875,0.3212500000000001,157.3,42.7,96.8,1.2065637500000004,1791.36,816.3162500000001,427.95625,969.41,0.205,185.173125,399.795,0.205,-0.688246139,0.8041758323750001,1.492421971375,3.29030613,-0.688246139,125.9,290.2,9.8,8.434249999999999,18.069,8.434249999999999,6.71325,1.101,-4.11736234,-3.943524209375,0.1971520420312501,0.4367075199999997,0.4528938539999999,4.29863512375,3.0,1.75,0.5625,3.0,5.0,5.0,0.0,1.375,1.03125,1.78125,2.04,1.535625
Ga1As1,1.46,19.6105134830824,20.6672396101302,1.0567261270477992,2.1134522540955984,72.3223,2.5992999999999995,5.198599999999999,11.8,12.375,0.5749999999999993,115.0,51.0,120.5,5904.0,5815.5,88.5,177.0,1.0,2.18,1.995,0.185,53.45,24.55,49.1,1.8946495000000003,1682.0,696.455,393.545,787.0899999999999,29.0,10.5,21.0,29.0,1.462397998,1.5806840009999998,0.118286003,0.236572006,1.462397998,144.2,223.6,32.4,15.0125,18.855,15.0125,9.427500000000002,0.0,-4.650889115,-3.83157220875,0.8193169062500001,1.6386338125000002,0.0930675140000001,4.342465161,5.0,4.0,1.0,1.0,10.0,0.0,0.0,4.0,1.0,1.0,1.695,1.5550000000000002
As2Te3,1.76,21.723965737178,29.063599528399514,5.871707032977217,12.2327229853692,106.52864,25.285632,52.6784,12.95,17.456,3.604800000000001,157.6,6.719999999999999,130.4,6240.0,6034.8,246.23999999999995,513.0,0.4800000000000001,2.18,2.132,0.0384,145.32,53.856,112.2,0.37392,1111.4,869.5959999999999,176.3232,367.34,3.0,22.56,47.0,3.0,0.477121255,0.9658607546,0.58648739952,1.2218487489999998,0.477121255,41.760000000000005,15.6,48.0,20.204,7.060000000000002,20.204,3.388800000000001,0.2784,-4.650889115,-3.745137150002,0.7246015719983999,1.5095866083299998,0.2746995076799997,4.892347496000001,3.0,2.4,0.48,0.4800000000000001,10.0,0.0,0.0,2.4,0.48,0.48,1.67,1.568
Cd3As2,0.24,21.580025455795,21.6376015683482,0.0690913350638396,0.1439402813829993,97.41524,17.994912000000003,37.4894,12.95,12.98,0.0240000000000001,182.8,13.439999999999998,134.0,8650.0,7480.8,1403.04,2923.0,1.44,2.18,1.886,0.2352,31.2,37.44,78.0,0.3814944000000008,978.8,792.5319999999999,237.9744,495.78,50.0,22.56,47.0,97.0,1.698970004,1.871651042,0.1381448304,0.28780173,1.986771734,72.96000000000001,67.6,100.0,13.502,18.23,13.502,8.7504,0.0,-4.650889115,-2.347660181,1.8425831472,3.83871489,0.0714061560000001,4.347265232,3.0,1.2,1.44,1.44,10.0,0.0,0.0,1.2,1.44,1.44,2.215,1.895
W1O3,2.9,15.8587344239951,13948.112558473047,6966.126912024527,18576.338432065404,57.95955,62.940225,167.8406,9.47,15.3875,2.95875,66.25,81.375,90.0,19250.0,4813.57175,7218.214125,19248.571,3.75,3.44,3.17,0.405,125.4,23.4,62.400000000000006,2.1577575,1524.575,964.85,1365.075,3640.2,0.02658,63.7400325,169.97342,0.02658,-1.575445023,-0.6239715370000001,1.427210229,3.805893944,-1.575445023,202.5575,796.59,3.41,13.2425,52.09,13.2425,19.53375,0.0,-12.95880062,-6.80729408375,3.075753268125,8.202008715,0.2052044865,3.48707943,6.0,3.0,1.5,5.25,1.0,1.5,0.0,1.5,0.75,1.5,2.735,1.0325
Eu1Yb2Se4,1.3,27.2088046258276,34.91940781973538,8.81211793589461,20.9124877318915,116.27314285714286,42.6435918367347,94.094,16.42,20.618571428571432,4.798367346938775,105.0,104.0,150.28571428571428,6570.0,5380.0,680.0,1751.0,6.36734693877551,2.55,1.986428571428572,0.6440816326530612,132.85714285714286,71.0204081632653,145.0,1.808729795918368,1224.2857142857142,750.7142857142857,293.38775510204084,601.0,0.52,14.765714285714289,38.48,0.52,-0.283996656,0.4560386608571428,0.8457546478367347,1.875061263,-0.283996656,85.57142857142857,149.0,26.0,7.327142857142858,2.5200000000000005,7.327142857142858,0.7281632653061225,0.4565714285714286,-3.47079191,-2.665851805714286,0.919931547755102,1.99668783,0.1901514677551017,4.907470026428571,7.0,2.142857142857143,1.3877551020408163,1.7142857142857142,5.714285714285714,4.8979591836734695,7.0,1.1428571428571428,0.979591836734694,1.959183673469388,3.94,2.3228571428571425
Ge0.3Si0.7,1.0,20.0163777166128,20.80975731633654,1.1107314396132355,2.6445986657458,41.45184999999999,18.71289,44.5545,12.06,12.531,0.6594000000000001,226.4,0.8400000000000091,113.7,5323.0,3227.9,1257.06,2993.0,0.0,2.01,1.933,0.0461999999999999,129.22,6.131999999999996,14.599999999999994,0.1059450000000004,3149.0,1544.32,199.752,475.5999999999999,60.0,37.8,90.0,150.0,1.77815125,2.0567092563,0.16713480378,0.397940009,2.176091259,351.5,25.0,359.0,46.229,13.270000000000003,46.229,5.573400000000001,0.656,-5.424918005,-5.182254467,0.3397289532000003,0.8088784600000007,0.0581522146799999,4.3925725392,4.0,4.0,0.0,4.199999999999999,3.0,4.199999999999999,0.0,4.0,0.0,0.0,1.56,1.4619999999999995
In1Sb1,0.24,26.0826581603887,28.137040802088897,2.054382641700199,4.108765283400398,118.289,3.471000000000004,6.942000000000007,15.76,16.975,1.2150000000000007,152.5,13.5,140.5,7310.0,7003.5,306.5,613.0,1.0,2.05,1.915,0.1349999999999999,66.05,37.150000000000006,74.30000000000001,1.411015,2102.5,666.765,237.015,474.03,24.0,29.0,58.0,24.0,1.380211242,1.647012547,0.2668013050000001,0.5336026100000002,1.380211242,149.0,162.0,68.0,11.5405,16.499,11.5405,8.2495,0.0,-4.11736234,-3.39208215,0.7252801899999999,1.4505603799999998,0.1671321320000001,4.8059056705,5.0,4.0,1.0,1.0,10.0,0.0,0.0,4.0,1.0,1.0,2.05,1.9075
Tm1As1,1.18,21.723965737178,25.91017579249985,4.186210055321851,8.372420110643702,121.927905,47.006305000000005,94.01261,12.95,16.025,3.075000000000001,180.0,14.0,154.5,9321.0,7524.0,1797.0,3594.0,6.0,2.18,1.715,0.4650000000000001,64.0,14.0,28.0,1.8021450000000003,1555.0,1454.0,364.0,728.0,17.0,16.5,33.0,17.0,1.230448921,1.4647094625,0.2342605414999999,0.4685210829999999,1.230448921,141.2,217.6,32.4,20.64,7.600000000000001,20.64,3.8000000000000007,0.0,-4.650889115,-4.562383802499999,0.0885053125000001,0.1770106250000003,0.18279504,4.690030199500001,3.0,2.0,1.0,0.0,5.0,5.0,1.0,1.5,1.5,1.5,3.6,2.5075000000000003
Cd1S1,2.6,21.580025455795,24.373285625233105,2.793260169438101,5.586520338876202,72.238,40.173,80.346,13.0,14.265,1.2649999999999997,132.0,62.0,124.5,8650.0,5305.0,3345.0,6690.0,2.0,2.58,2.135,0.445,100.0,100.0,200.0,0.6830950000000007,878.86,491.29,102.93,205.86,0.205,48.3975,96.795,0.205,-0.688246139,0.6492627975,1.3375089365,2.675017873,-0.688246139,54.9,90.2,9.8,3.9655,4.489,3.9655,2.2445,1.101,-4.09721671875,-2.454695471875,1.642521246875,3.28504249375,0.165681492,4.481039065,2.0,1.0,1.0,3.0,5.0,5.0,0.0,1.0,1.0,2.0,2.215,1.6575
Ga0.3As0.3Zn0.7Se0.7,1.93,15.2056837348025,21.0452428092596,4.518110149973125,12.0031208910251,72.21569000000001,5.532789999999999,13.579999999999998,9.16,12.665500000000002,2.7135000000000007,107.3,78.30000000000001,120.85,7140.0,5930.3,846.7900000000001,2321.0,1.7000000000000002,2.55,2.0685,0.3705,84.28500000000001,77.50050000000002,195.0,0.9210570899999996,1252.9000000000003,624.2745000000001,187.6015,787.0899999999999,0.52,46.177600000000005,119.48,0.52,-0.283996656,1.1025198068000002,0.97056152396,2.3631779020000003,-0.283996656,94.01,230.0,26.0,9.319050000000002,18.855,9.319050000000002,4.536285000000002,0.27965,-4.650889115,-2.798248801375,1.0907742204625,3.4108892,0.2711649282500001,4.2847592813,5.0,1.9,1.33,1.7000000000000002,10.000000000000002,1.7763568394002505e-15,0.0,1.9,1.33,1.7,1.88,1.57425
Cd3P2,0.54,21.580025455795,24.23366400013348,3.1843662532061763,6.6340963608462005,79.8361048,39.08987424,81.43723800000001,13.0,14.608,1.9295999999999995,117.2,92.16,129.2,8650.0,5919.2,3276.9600000000005,6827.0,1.44,2.19,1.89,0.24,28.8,34.56,72.0,0.7165776000000001,845.4,483.45200000000006,132.92159999999998,276.92,0.236,46.446720000000006,96.764,97.0,-0.627087997,0.9412278416000002,1.25465267088,2.613859731,1.986771734,64.96000000000001,87.6,100.0,11.142,12.329999999999998,11.142,5.9184,0.65,-5.4005090425,-2.6475081520000003,2.2024007124,4.588334817500001,0.0814411512000002,4.3578013168,3.0,1.2,1.44,3.3600000000000003,6.0,4.8,0.0,1.2,1.44,1.44,2.215,1.825
Sm1As1,1.03,21.723965737178,27.8403923750891,6.1164266379111005,12.2328532758222,112.6408,37.71920000000001,75.43840000000002,12.95,16.465,3.515000000000001,166.0,0.0,158.5,7353.0,6540.0,813.0,1626.0,6.0,2.18,1.675,0.5050000000000001,64.0,14.0,28.0,2.0724500000000003,1481.5,1217.5,127.5,255.0,13.0,18.5,37.0,13.0,1.113943352,1.406456678,0.292513326,0.585026652,1.113943352,103.7,142.6,32.4,16.53,15.820000000000002,16.53,7.910000000000001,0.0,-4.713379635,-4.682134375,0.0312452599999999,0.0624905199999998,0.255461318,4.7815839725,8.0,5.5,2.5,3.5,5.0,5.0,8.0,1.5,1.5,1.5,4.14,2.7775
Rb1Sb1S2,2.1,27.1665457946712,44.291366719526806,24.174792562724456,65.47440605030451,67.83945,35.77445,89.69500000000001,15.53,26.2525,14.75375,133.75,63.75,142.25,6697.0,3037.25,1829.875,5165.0,5.5,2.58,2.0075,0.5937500000000001,137.525,62.475,153.1,2.0996282500000003,1064.11,498.24,202.77,591.3199999999999,0.205,20.3975,57.795,0.205,-0.688246139,0.4417867394999999,1.1300328785,2.451674133,-0.688246139,39.9,62.2,9.8,6.3555,18.069,6.3555,6.71725,1.101,-4.11736234,-3.3187827006250004,1.1777238378125,3.154027315,0.6947129045000001,5.382205038,3.0,2.0,0.5,4.0,2.5,3.75,0.0,1.75,0.875,1.375,4.1,2.01625
Sr2V2Se3O15,2.96,13.8448982209802,12686.496362236976,8053.228369435126,18578.35226826842,34.27245454545454,24.91780165289256,71.62060000000001,8.32,17.917272727272724,2.913223140495865,51.36363636363637,63.86776859504132,93.0,6110.0,1452.6561363636365,1978.9460950413225,6108.571,3.7190082644628095,3.44,2.9277272727272727,0.6985537190082645,127.78454545454548,36.35256198347106,189.97,2.552919421487604,677.0681818181819,398.6363636363636,468.8677685950413,2128.2,0.02658,9.78580661157025,34.97342,0.02658,-1.575445023,-0.8369457198636364,1.0070445042768597,3.119513067,-1.575445023,59.50681818181818,449.59,3.41,3.692272727272728,21.28,3.692272727272728,4.734917355371901,0.1089545454545454,-8.93926069,-4.682200131136363,0.8757270659710747,7.256447089999999,0.5180062038842976,3.786284057954546,7.0,2.272727272727273,0.8595041322314052,2.479338842975207,1.6363636363636365,2.5289256198347108,0.0,1.6363636363636365,0.5950413223140495,1.190082644628099,3.21,1.005
U1P2S7,1.41,20.7488474020455,26.734291159802627,1.1970887515514292,7.465274414595701,52.4431434,37.11715332,207.055148,12.49,15.524,0.6067999999999987,55.7,21.48,114.5,19050.0,3641.6,3081.6799999999994,17227.0,2.3,2.58,2.382,0.2772,117.5271735547118,59.51599522153965,142.87887423608876,0.7549310000000007,1033.104,476.112,186.3776,1090.7,0.205,4.821859999999999,26.795,0.205,-0.688246139,-0.4640535202999999,0.37908345686,2.119609903,-0.688246139,51.34,410.2,9.8,5.8267,16.819,5.8267,5.74798,1.8664,-11.292339955,-5.0773875071250005,1.372239103725,7.195123236249999,0.08740145582,4.6111282829,20.0,4.0,3.2,0.3200000000000001,0.1,0.18,11.0,2.0,0.4,0.8400000000000001,4.72,1.49
Ga1As1,1.51,19.6105134830824,20.6672396101302,1.0567261270477992,2.1134522540955984,72.3223,2.5992999999999995,5.198599999999999,11.8,12.375,0.5749999999999993,115.0,51.0,120.5,5904.0,5815.5,88.5,177.0,1.0,2.18,1.995,0.185,53.45,24.55,49.1,1.8946495000000003,1682.0,696.455,393.545,787.0899999999999,29.0,10.5,21.0,29.0,1.462397998,1.5806840009999998,0.118286003,0.236572006,1.462397998,144.2,223.6,32.4,15.0125,18.855,15.0125,9.427500000000002,0.0,-4.650889115,-3.83157220875,0.8193169062500001,1.6386338125000002,0.0930675140000001,4.342465161,5.0,4.0,1.0,1.0,10.0,0.0,0.0,4.0,1.0,1.0,1.695,1.5550000000000002
Ta1O1N1,2.8,18.0467295591839,12400.914287555795,8255.245038664407,18574.452237059617,70.31799333333333,73.75325777777778,166.94118,10.85,13.916666666666666,2.295555555555556,145.0,88.66666666666667,102.33333333333331,16650.0,5550.893333333333,7399.404444444444,16648.749,4.666666666666667,3.44,2.66,0.7733333333333334,59.66666666666666,54.22222222222222,134.0,2.9006688888888887,1966.1033333333328,1135.95,1436.0333333333335,3235.2,0.02583,25.321686666666665,56.97417,0.02583,-1.587875594,-0.469148587,1.483348962,3.34375045,-1.587875594,247.06666666666663,732.21,2.79,12.381666666666666,36.35,12.381666666666666,16.125555555555554,2.1456666666666666,-11.85139954,-8.273210885,2.385459103333333,7.094607634999999,0.2530317915555555,3.792918583,7.0,4.0,2.0,6.0,1.0,1.3333333333333333,0.0,1.6666666666666667,1.111111111111111,1.5555555555555554,2.79,1.265
Pd1Se2,0.4,14.6983862685637,23.0386651734063,5.560185936561733,12.5104183572639,88.11333333333333,12.204444444444448,27.460000000000008,8.56,13.800000000000002,3.4933333333333336,84.33333333333333,93.7777777777778,126.33333333333331,12023.0,7220.333333333333,3201.7777777777774,7204.0,2.6666666666666665,2.55,2.433333333333333,0.1555555555555554,147.9,62.79999999999999,141.3,0.6291066666666669,1717.3333333333333,938.6833333333334,592.9111111111112,1334.05,0.52,31.76888888888889,71.48,0.52,-0.283996656,0.4297797279999999,0.9517018453333334,2.141329152,-0.283996656,144.0,354.0,26.0,10.04,10.049999999999995,10.04,4.466666666666666,0.5326666666666667,-5.13777457,-4.026452796666667,0.7408811822222224,1.6669826600000004,0.2945475093333335,4.4195112136666665,2.0,1.3333333333333333,0.888888888888889,2.6666666666666665,10.0,0.0,0.0,1.3333333333333333,0.888888888888889,1.777777777777778,2.45,1.6733333333333331
Sb1Se1I1,1.66,27.2088046258276,33.3530285127502,6.203885970589133,15.450052842806295,109.20815666666664,20.165437777777782,47.94447000000001,16.42,20.11,3.7399999999999984,81.33333333333333,56.44444444444444,132.66666666666666,6697.0,5485.333333333333,807.7777777777777,1878.0,0.6666666666666666,2.66,2.42,0.2466666666666667,197.8,64.93333333333332,192.0,0.663748888888889,1091.7666666666669,594.8766666666667,205.9355555555556,516.93,0.449,10.451333333333332,23.551,0.449,-0.347753659,0.2494869756666666,0.7538161775555555,1.727964901,-0.347753659,38.3,47.1,20.9,11.413333333333334,13.099999999999998,11.413333333333334,5.584444444444443,0.6203333333333334,-4.11736234,-3.0311855558333334,1.0171887588888888,2.6119599225,0.2486167377777778,5.092088161666667,3.0,2.0,0.6666666666666666,0.6666666666666666,10.0,0.0,0.0,2.0,0.6666666666666666,0.6666666666666666,1.765,1.545
K1Bi1Se2,0.7,27.2088046258276,41.43723325423488,17.205315714421513,48.63906005725031,101.499675,53.7403625,169.8821,16.42,25.0225,10.458749999999998,67.25,80.875,147.75,9780.0,5068.5,2355.75,8924.0,5.5,2.55,1.985,0.5825,132.4,62.6,146.6,1.969654175,1196.25,467.2325,65.35125000000002,207.87,0.52,36.370000000000005,99.48,0.52,-0.283996656,0.58377416875,0.86777082475,2.283996656,-0.283996656,72.225,134.0,26.0,6.70525,8.771,6.70525,2.200375,0.3995,-3.9736944,-3.0032044833325,0.95283238500125,2.87615468667,0.538505831125,5.28056751175,3.0,2.0,0.5,7.25,7.5,3.75,0.0,1.75,0.875,1.375,3.69,2.06425
Bi0.4Te3Sb1.6,0.21,30.1914234437891,32.87394546211734,1.7168140917300776,5.292035638417303,132.241632,12.27820288000001,87.2204,18.19,19.8016,1.031424,145.28000000000003,21.32479999999997,139.12,9780.0,6669.44,515.3279999999999,3540.0,0.4800000000000001,2.1,2.0776,0.0268800000000001,154.44,42.91199999999999,99.0,0.3195782400000001,1498.76,766.3575999999999,87.950336,359.38,3.0,8.883199999999999,21.0,3.0,0.477121255,0.8001875494,0.38767955328,0.903089987,0.477121255,63.36,112.0,48.0,17.649279999999997,8.684,17.649279999999997,1.3700607999999996,0.2784,-4.11736234,-3.5202330048020003,0.4547165977583998,0.9760598333299996,0.0570575291519997,5.120857254080001,3.0,2.4,0.48,1.9647999999999992,10.0,0.0,0.0,2.4,0.48,0.48,1.997,1.72656
Na2Te1Se3,1.95,27.2088046258276,32.4099600607559,5.201155434928299,12.229524256425098,68.40992309333333,30.28010254222222,104.61023072,16.42,19.54666666666667,3.1266666666666665,108.66666666666669,94.66666666666669,138.33333333333334,6240.0,3772.1666666666665,1869.4444444444443,5272.0,6.666666666666667,2.55,1.935,0.6699999999999999,146.79999999999998,62.66666666666666,142.2,1.967829555555556,1074.5,491.06666666666666,80.13111111111111,351.79,0.52,61.71555555555555,139.48,0.52,-0.283996656,0.6528978931666667,0.9954867618888888,2.430124692,-0.283996656,53.56666666666666,71.7,26.0,7.108333333333333,14.78,7.108333333333333,3.423888888888888,0.4768333333333334,-3.47079191,-2.6790268338883334,0.945856967038889,2.21055052667,0.1148806993333331,4.842581780166667,2.0,1.6666666666666667,0.4444444444444444,6.666666666666667,6.666666666666667,4.444444444444445,0.0,1.3333333333333333,0.8888888888888888,1.7777777777777777,2.65,1.8041666666666665
Tl2Te3,0.69,28.6408765609082,31.8303638578916,2.5515898375867194,5.315812161638998,158.31331999999998,36.85598399999999,76.7833,17.22,19.164,1.5552000000000017,168.8,20.160000000000004,140.8,11850.0,8484.0,2692.8,5610.0,1.44,2.1,1.908,0.2304,121.79999999999998,82.08,171.0,1.3926748800000002,1455.0,664.396,69.9168,145.65999999999997,3.0,20.64,43.0,3.0,0.477121255,0.9513758858,0.56910555696,1.185636577,0.477121255,94.8,117.0,48.0,12.0848,13.238,12.0848,6.354239999999999,0.2784,-3.14130250667,-2.7938525160020005,0.4169399888016,0.86862497667,0.1614798235199999,5.0112207152,5.0,3.2,1.44,5.279999999999999,10.0,0.0,0.0,3.2,1.44,1.44,2.235,1.896
Al0.74Gd3Si0.7S7,2.34,16.5944245175099,27.58796608817352,2.8645585099475217,16.4552997962969,64.32090809125874,48.73903421787129,130.2684614,10.0,16.105944055944054,1.9898894811482213,122.15034965034964,63.82035796371459,130.26573426573424,7901.0,3588.461538461538,2261.8208714362554,5941.0,4.864235414934717,2.58,2.1137587412587413,0.5705749669910509,146.41346153846152,65.57793168370091,157.5,1.8627714154726391,1737.7814685314684,817.1492832167831,524.7421298107486,1298.64,0.205,41.86350188273265,234.795,0.205,-0.688246139,0.1384885647884615,1.0117382738669982,3.059314001,-0.688246139,126.89860139860136,349.2,9.8,7.353968531468531,48.489,7.353968531468531,6.893492958090858,1.3946765734265734,-5.424918005,-4.301821387548077,0.3223719230021177,1.6794948850000004,0.134675201698738,4.718784236812937,16.0,5.9877622377622375,5.251173651523302,1.7137146070712497,0.2622377622377622,0.3869382365885862,7.0,1.7919580419580416,0.939838133894078,1.670925228617536,3.91,1.8936625874125872
Cs1Tb1Zn1Te3,2.12,15.2056837348025,44.44020974429185,24.33860202121072,102.2503320731215,123.33513365,19.31837788333334,93.54535,9.16,26.796666666666667,14.714444444444444,178.83333333333334,26.83333333333333,162.33333333333334,8219.0,5993.0,1371.3333333333333,6340.0,5.777777777777778,2.1,1.6583333333333334,0.4416666666666667,111.01666666666664,79.18333333333332,190.2,1.878621,1568.3333333333333,798.5416666666666,276.81944444444446,1327.41,3.0,32.44444444444445,117.0,3.0,0.477121255,1.0180400328333334,0.5409187778333333,1.602059991,0.477121255,103.83333333333331,247.0,48.0,11.908,15.29,11.908,5.471999999999999,0.232,-4.62921769667,-2.6912919319466666,1.0959858296311111,3.77459123667,0.630210577111111,5.354475123166668,5.0,2.0,1.0,4.0,6.666666666666667,4.444444444444445,5.0,1.0,1.0,2.0,4.31,2.515
Ba1B6,2.64,7.29776726528474,15.536555038057662,14.123636181896437,57.671514409410456,28.884714285714285,30.98351020408163,126.516,4.39,9.214285714285714,8.270204081632652,175.0,15.428571428571429,102.71428571428572,3510.0,2610.0,257.1428571428572,1050.0,2.693877551020408,2.04,1.875714285714286,0.2816326530612243,24.878571428571423,3.1224489795918378,12.75,0.7558422857142858,3968.714285714286,2155.428571428572,330.1224489795917,1348.0,18.0,2.204081632653061,9.0,27.0,1.255272505,1.406207869857143,0.0431243899591836,0.1760912590000001,1.431363764,454.57142857142856,367.0,507.0,44.04571428571429,43.080000000000005,44.04571428571429,10.550204081632652,1.3062857142857145,-6.67769815417,-5.998530169288571,1.1642879740824488,4.75417589417,0.6365191547755104,3.5291425134285714,5.0,4.285714285714286,1.2244897959183676,0.2448979591836734,0.0,0.0,0.0,4.285714285714286,1.2244897959183676,0.2448979591836735,3.402,1.1674285714285717
Rb2Cd3Te4,2.3,21.580025455795,42.87208166083613,22.119497859617585,71.06092638918071,113.17428888888888,12.822854320987652,42.1322,13.0,25.817777777777778,13.307654320987654,183.11111111111111,27.65432098765432,158.22222222222223,8650.0,5997.111111111111,1984.493827160494,7118.0,4.592592592592592,2.1,1.6788888888888889,0.3817283950617284,94.95555555555556,84.66172839506173,190.2,1.6681463703703707,1120.6666666666667,588.691111111111,122.76938271604942,410.2,3.0,38.71604938271605,94.0,3.0,0.477121255,1.2661840233333337,0.7013891274074074,1.5096504789999998,0.477121255,70.66666666666667,52.0,48.0,10.28111111111111,15.19,10.28111111111111,6.310123456790123,0.2062222222222222,-3.14130250667,-1.880933639075556,1.1203278823061729,2.32912828167,0.642386597135802,5.311719971777778,2.0,1.1111111111111112,0.7901234567901234,4.592592592592592,7.777777777777778,3.45679012345679,0.0,0.8888888888888888,0.9876543209876544,1.9753086419753088,4.1,2.3916666666666666
